2024-06-11 14:03:02,265 - INFO - Starting Supertrend calculation
2024-06-11 14:03:02,299 - INFO - 
Calculated basic upper and lower bands:
                 Ticker        Date      Time      Open      High       Low     Close  Volume  Open Interest            DateTime        hl2      tr     atr  basic_upper_band  basic_lower_band
49   NIFTY BANK.NSE_IDX  03/01/2024  09:54:59  47550.20  47560.30  47537.25  47537.25       0              0 2024-03-01 09:54:59  47548.775   23.05  23.185         47618.330         47479.220
50   NIFTY BANK.NSE_IDX  03/01/2024  09:55:59  47539.50  47550.20  47532.15  47541.95       0              0 2024-03-01 09:55:59  47541.175   18.05  21.750         47606.425         47475.925
51   NIFTY BANK.NSE_IDX  03/01/2024  09:56:59  47542.15  47566.70  47542.15  47552.00       0              0 2024-03-01 09:56:59  47554.425   24.75  22.375         47621.550         47487.300
52   NIFTY BANK.NSE_IDX  03/01/2024  09:57:59  47550.90  47565.00  47549.65  47563.40       0              0 2024-03-01 09:57:59  47557.325   15.35  22.180         47623.865         47490.785
53   NIFTY BANK.NSE_IDX  03/01/2024  09:58:59  47567.90  47574.05  47558.30  47562.50       0              0 2024-03-01 09:58:59  47566.175   15.75  22.325         47633.150         47499.200
54   NIFTY BANK.NSE_IDX  03/01/2024  09:59:59  47558.00  47578.05  47558.00  47572.55       0              0 2024-03-01 09:59:59  47568.025   20.05  21.850         47633.575         47502.475
55   NIFTY BANK.NSE_IDX  03/01/2024  10:00:59  47574.00  47576.25  47555.50  47555.50       0              0 2024-03-01 10:00:59  47565.875   20.75  21.410         47630.105         47501.645
56   NIFTY BANK.NSE_IDX  03/01/2024  10:01:59  47554.95  47557.40  47537.65  47541.50       0              0 2024-03-01 10:01:59  47547.525   19.75  20.000         47607.525         47487.525
57   NIFTY BANK.NSE_IDX  03/01/2024  10:02:59  47537.05  47545.35  47530.20  47535.80       0              0 2024-03-01 10:02:59  47537.775   15.15  19.280         47595.615         47479.935
58   NIFTY BANK.NSE_IDX  03/01/2024  10:03:59  47534.80  47589.70  47529.15  47589.70       0              0 2024-03-01 10:03:59  47559.425   60.55  23.320         47629.385         47489.465
59   NIFTY BANK.NSE_IDX  03/01/2024  10:04:59  47617.05  47631.55  47591.15  47598.00       0              0 2024-03-01 10:04:59  47611.350   41.85  25.200         47686.950         47535.750
60   NIFTY BANK.NSE_IDX  03/01/2024  10:05:59  47601.20  47601.20  47515.80  47529.15       0              0 2024-03-01 10:05:59  47558.500   85.40  31.935         47654.305         47462.695
61   NIFTY BANK.NSE_IDX  03/01/2024  10:06:59  47532.30  47571.00  47528.75  47561.05       0              0 2024-03-01 10:06:59  47549.875   42.25  33.685         47650.930         47448.820
62   NIFTY BANK.NSE_IDX  03/01/2024  10:07:59  47567.35  47567.35  47554.00  47559.95       0              0 2024-03-01 10:07:59  47560.675   13.35  33.485         47661.130         47460.220
63   NIFTY BANK.NSE_IDX  03/01/2024  10:08:59  47559.55  47575.25  47552.95  47569.35       0              0 2024-03-01 10:08:59  47564.100   22.30  34.140         47666.520         47461.680
64   NIFTY BANK.NSE_IDX  03/01/2024  10:09:59  47568.55  47574.95  47557.35  47562.45       0              0 2024-03-01 10:09:59  47566.150   17.60  33.895         47667.835         47464.465
65   NIFTY BANK.NSE_IDX  03/01/2024  10:10:59  47566.25  47591.50  47561.60  47589.20       0              0 2024-03-01 10:10:59  47576.550   29.90  34.810         47680.980         47472.120
66   NIFTY BANK.NSE_IDX  03/01/2024  10:11:59  47583.95  47591.55  47573.25  47575.75       0              0 2024-03-01 10:11:59  47582.400   18.30  34.665         47686.395         47478.405
67   NIFTY BANK.NSE_IDX  03/01/2024  10:12:59  47578.50  47578.50  47559.95  47575.70       0              0 2024-03-01 10:12:59  47569.225   18.55  35.005         47674.240         47464.210
68   NIFTY BANK.NSE_IDX  03/01/2024  10:13:59  47577.75  47577.80  47565.20  47570.45       0              0 2024-03-01 10:13:59  47571.500   12.60  30.210         47662.130         47480.870
69   NIFTY BANK.NSE_IDX  03/01/2024  10:14:59  47570.40  47577.45  47562.75  47577.45       0              0 2024-03-01 10:14:59  47570.100   14.70  27.495         47652.585         47487.615
70   NIFTY BANK.NSE_IDX  03/01/2024  10:15:59  47576.15  47583.70  47564.85  47578.60       0              0 2024-03-01 10:15:59  47574.275   18.85  20.840         47636.795         47511.755
71   NIFTY BANK.NSE_IDX  03/01/2024  10:16:59  47582.35  47592.10  47573.65  47592.10       0              0 2024-03-01 10:16:59  47582.875   18.45  18.460         47638.255         47527.495
72   NIFTY BANK.NSE_IDX  03/01/2024  10:17:59  47593.85  47593.85  47572.15  47574.90       0              0 2024-03-01 10:17:59  47583.000   21.70  19.295         47640.885         47525.115
73   NIFTY BANK.NSE_IDX  03/01/2024  10:18:59  47578.00  47578.00  47563.90  47573.30       0              0 2024-03-01 10:18:59  47570.950   14.10  18.475         47626.375         47515.525
